Name,Parsed Name,Title,Category,Level,Type,System
H.248 SCTP link failure,,a link failed in the Gateway Control Protocol Stream Control Transmission Protocol,Software,Failure,Networking,MAE
Insecure Configuration Is Enabled,,the Insecure Configuration was Enabled,Security,Info,Functional,MAE
Abnormal OMU Resources,,the Optical Multiplex Unit Resources were Abnormal,Hardware,Info,Functional,MAE
System Backup Failed,,the System Backup Failed,Configuration,Info,Functional,MAE
CF Power Room3 High Temperature,,a High Temperature was recorded in the third Power Room of the Critical Facility,Hardware,Info,Functional,MAE
Generator2 failure,,the second Diesel Generator failed,Power,Failure,Functional,MAE
CF Power Room 2 Fire Alarm,,a fire alarm sounded in the second Power Room of the Critical Facility,Hardware,Emergency,Functional,MAE
CDR Processing Overloaded,,the Call Detail Record Processing Overloaded,Software,Info,Functional,MAE
CF Fire Alarm,,the Fire Alarm sounded in the Critical Facility,Hardware,Emergency,Functional,MAE
CF Power Room Fire Alarm,,the Fire Alarm sounded in the Power Room of the Critical Facility,Hardware,Emergency,Functional,MAE
CF Power Room High Temperature S2,,the Power Room recorded a High Temperature in the Critical Facility,Hardware,Info,Functional,MAE
CDRs Cached on The Hard Disk,,the Call Detail Records Cached on The Hard Disk,Software,Info,Functional,MAE
Signalling path disconnected,,the Signalling path was disconnected,Software,Failure,Networking,MAE
Number of Resources Used Exceeding Alarm Threshold Specified by License,,Many Used Resources Exceeded the Alarm Threshold Specified by License,Software,Info,Functional,MAE
Base Station Being Attacked,,the Base Station is Being Attacked,Hardware,Emergency,Functional,MAE
Local User Consecutive Login Retries Failed,,Consecutive Login Retries were exhausted for the Local User,Software,Info,Functional,MAE
Licensed Feature Entering Keep-Alive Period,,the licensed Feature Entered the Keep Alive Period,Software,Info,Functional,MAE
NE Mediation Layer Version Unmatched,,the Version was Unmatched at the Mediation Layer of the Network Element,Software,Info,Functional,MAE
RF Unit RX Channel Fault,,the Receive Channel Failed in the Radio Frequency Unit,Software,Failure,Functional,MAE
Users Having Not Logged In for an Excessively Long Time,,Users had Not Logged In for an Excessively Long Time,Software,Info,Functional,MAE
GSM Cell Manually Blocked,,the Cell was Manually Blocked in the Global System for Mobile Communications,Hardware,Failure,Functional,MAE
H.248 SCTP Path Alarm,,a Path Alarm sounded for the Gateway Control Protocol Stream Control Transmission Protocol,Software,Info,Networking,MAE
M3UA SCTP Path Alarm,,a Path Alarm sounde at the Message Transfer User Adaptation Layer Stream Control Transmission Protocol,Software,Info,Networking,MAE
M3UA Destination Entity Route Unavailable,,Message Transfer User Adaptation Layer Destination Entity Route was Unavailable,Software,Info,Functional,MAE
M3UA Destination Entity Inaccessible,,Message Transfer User Adaptation Layer Destination Entity was Inaccessible,Software,Info,Functional,MAE
SCCP Subsystem Prohibited,,Signaling Connection Control Part Subsystem was Prohibited,Security,Info,Functional,MAE
M3UA Link Fault,,Message Transfer User Adaptation Layer Link Failed,Hardware,Failure,Networking,MAE
Inter-System RF Unit Parameter Settings Conflict,,a Conflict was detected in the Parameter Settings in the Inter System Radio Frequency Unit,Configuration,Failure,Functional,MAE
CF Zone 2 AC Failure M5,,the fifth Alternating Current source Failed in the second Critical Facility Zone,Power,Failure,Functional,MAE
CF Zone 2 AC Failure M4,,the fourth Alternating Current source Failed in the second Critical Facility Zone,Power,Failure,Functional,MAE
CF Zone 2 AC Failure M3,,the third Alternating Current source Failed in the second Critical Facility Zone,Power,Failure,Functional,MAE
CF Zone 2 AC Failure M2,,the second Alternating Current source Failed in the second Critical Facility Zone,Power,Failure,Functional,MAE
CF Zone 2 AC Failure M1,,the first Alternating Current source Failed in the second Critical Facility Zone,Power,Failure,Functional,MAE
Battery Failure,,the Battery Failed,Power,Failure,Functional,MAE
AC Surge Protector Fault,,the Surge Protector Failed in the Alternating Current source,Hardware,Info,Functional,MAE
CF DWDM UPS Mains Failure,,the Uninterruptible Power Supply Mains Failed in the Dense Wavelength Division Multiplexing of the Critical Facility,Power,Failure,Functional,MAE
CF Power Room 2 AC Failure M1,,the second power room Failed in the Critical Facility,Power,Failure,Functional,MAE
Board Configuration Inconsistent with Resource Group Configuration,,the Board Configuration was Inconsistent with Resource Group Configuration,Configuration,Failure,Networking,MAE
CF DWDM Fire Alarm,,a Fire Alarm sounded at the Dense Wavelength Division Multiplexing of the Critical Facility,Hardware,Emergency,Functional,MAE
Service filter rule is not effective,,the Service filter rule was not effective,Software,Info,Functional,MAE
Board Blocked,,the Board was found Blocked,Software,Failure,Functional,MAE
Board Unavailable,,the Board was Unavailable,Hardware,Info,Functional,MAE
M2PA association fault,,Message transfer part two peer to peer adaptation association failed,Software,Info,Functional,MAE
M2PA SCTP fault,,Message transfer part two peer to peer adaptation Stream Control Transmission Protocol failed,Software,Failure,Networking,MAE
Destination signaling point is inaccessible,,the Destination signaling point was inaccessible,Software,Info,Functional,MAE
Route is unavailable,,the Route was unavailable,Software,Info,Functional,MAE
A link set fails,,A link set failed,Hardware,Failure,Networking,MAE
A link fails,,A link failed,Hardware,Failure,Networking,MAE
The path status of M2PA SCTP association fault,,The path status failed of Message transfer part two peer to peer adaptation Stream Control Transmission Protocol association,Software,Info,Networking,MAE
Second level incoming load of link occurred,,Second level incoming load of link occurred,Software,Info,Networking,MAE
CF EL Low Battery Voltage,,the Battery Voltage was low in the Critical Facility,Power,Info,Functional,MAE
Backup Link Is Abnormal,,the Backup Link was Abnormal,Software,Info,Networking,MAE
The NTP time offset is out of threshold,,The Network Transfer Protocol Server time offset was out of threshold,Software,Info,Functional,MAE
Inter-System Monitoring Device Parameter Settings Conflict,,a Conflict in the Parameter Settings of the Inter System Monitoring Device,Configuration,Failure,Functional,MAE
M3UA SCTP path Faulty,,the Message Transfer User Adaptation Layer Stream Control Transmission Protocol path was Faulty,Software,Info,Networking,MAE
M3UA link transmission quality Faulty,,the Message Transfer User Adaptation Layer link transmission quality was Faulty,Hardware,Info,Networking,MAE
Board Downlink Service Processing Channel Abnormal,,Board Downlink was Abnormal for the Service Processing Channel,Hardware,Info,Functional,MAE
Module Flow Control,,Module Flow Control issue was recorded,Software,Info,Functional,MAE
A destination signaling point is congested,,A destination signaling point was congested,Hardware,Info,Functional,MAE
BBU Fan Stalled,,the Baseband Unit Fan Stalled,Hardware,Emergency,Functional,MAE
Board in Wrong Slot,,the Board found in the Wrong Slot,Hardware,Info,Functional,MAE
RF Unit Baseband Running Error,,a Running Error detected in the Radio Frequency Unit Baseband,Software,Failure,Functional,MAE
First level incoming load of link occurred,,First level incoming load of link occurred,Hardware,Info,Networking,MAE
UMTS Cell Blocked,,the Universal Mobile Telecommunications System Cell was Blocked,Software,Failure,Functional,MAE
Cell Blocked,,the Cell was Blocked,Software,Failure,Functional,MAE
CF HU Fuse Alarm,,the Fuse Alarm sounded at the Critical Facility,Hardware,Emergency,Functional,MAE
CF HU High Battery Voltage,,the Battery Voltage was high at the Critical Facility,Power,Info,Functional,MAE
CDR Backup Fails,,the Call Detail Record Backup keeps Failing,Software,Failure,Functional,MAE
P2P QoS Abnormity,,the Quality of service was Abnormal for the peer to peer connection,Software,Info,Networking,MAE
IP Unreachable Alarm,,Internet Protocol was Unreachable,Software,Info,Networking,MAE
Board Software Program Error,,the Program failed to run on the Board Software,Software,Failure,Functional,MAE
CF Power Room EM High Battery Voltage,,a High Battery Voltage was recorded in the Equipment management Power Room of the Critical Facility,Power,Info,Functional,MAE
CF Main CB Off,,the Main Configuration Baseline was turned Off in the Critical Facility,Power,Info,Functional,MAE
Board Software Auto-Supply Failure,,the Auto Supply Failed for the Board Software,Software,Failure,Functional,MAE
Board Not Securely Installed,,the Board was Not Securely Installed,Security,Info,Functional,MAE
NTP service abnormal,,the Network Transfer Protocol Server service was abnormal,Software,Info,Functional,MAE
Monitoring Device Hardware Fault,,the Hardware Failed to function in the Monitoring Device,Hardware,Failure,Functional,MAE
M3UA link RecvBuffer congestion,,Message Transfer User Adaptation Layer link Receive Buffer was congested,Hardware,Info,Networking,MAE
M3UA link SCTP congestion,,Message Transfer User Adaptation Layer link Stream Control Transmission Protocol was congested,Hardware,Info,Networking,MAE
CF OP AC Failure M6,,the sixth Alternating Current Failed Critical Facility operation,Power,Failure,Functional,MAE
CF OP AC Failure M5,,the fifth Alternating Current Failed Critical Facility operation,Power,Failure,Functional,MAE
CF OP AC Failure M4,,the fourth Alternating Current Failed Critical Facility operation,Power,Failure,Functional,MAE
CF OP AC Failure M3,,the third Alternating Current Failed Critical Facility operation,Power,Failure,Functional,MAE
CF OP AC Failure M1,,the first Alternating Current Failed Critical Facility operation,Power,Failure,Functional,MAE
ALD Hardware Fault,,the Hardware Failed to function in the Antenna Line Device,Hardware,Failure,Functional,MAE
SCCP DPC Prohibited,,Signaling Connection Control Part Destenation point code was Prohibited,Security,Info,Functional,MAE
M3UA Route Unavailable,,Message Transfer User Adaptation Layer Route was Unavailable,Hardware,Info,Functional,MAE
CF HU 2 Rectifier Fault,,a Rectifier Failed in the Critical Facility,Hardware,Failure,Functional,MAE
CF HU 2 Low Battery Voltage,,the Battery Voltage was Low in the Critical Facility,Power,Info,Functional,MAE
CF HU 2 High Battery Voltage,,the Battery Voltage was high in the Critical Facility,Power,Info,Functional,MAE
CF HU 2 Fuse Alarm,,the critical Facility Fuse Alarm sounded,Hardware,Emergency,Functional,MAE
OMU Board Fault,,Optical Multiplex Unit Board Failed,Hardware,Failure,Functional,MAE
Low SCCP Setup Success Rate,,the Setup Success Rate was Low on Signaling Connection Control Part,Software,Info,Functional,MAE
M3UA link Receive Buffer OverFlow,,the Message Transfer User Adaptation Layer link Receive Buffer got an OverFlow,Software,Info,Networking,MAE
CF Power Room EL 2 Rectifier Fault,,a Rectifier Failed in the Power Room of Critical Facility,Hardware,Failure,Functional,MAE
CF Power Room EL Rectifire Fualt,,a Rectifier Failed in the second Power Room of Critical Facility,Hardware,Failure,Functional,MAE
Board Configuration Error,,an error occurred at the Board Configuration,Configuration,Failure,Functional,MAE
Board File System Damaged,,Board File System was found Damaged,Software,Failure,Functional,MAE
CF EL 2 Low Battery Voltage,,the Battery Voltage was Low in the Critical Facility,Power,Info,Functional,MAE
NSVL Faulty,,the network service virtual link was Faulty,Software,Failure,Functional,MAE
Board Type and Configuration Mismatch,,a Mismatch detected between the Board Type and Board Configuration,Configuration,Failure,Functional,MAE
droop_Test,,droop was being Tested,Software,Info,Functional,MAE
Link failure of the SPF subboard,,the Link failed in the Shortest Path First subboard,Hardware,Failure,Networking,MAE
PRA Signaling Link fail,,the primary rate access Signaling Link failed,Hardware,Failure,Networking,MAE
Automatic Version Rollback,,Automatic Version Rollback was performed,Software,Info,Functional,MAE
TH Archive Room Fire alarm Panel Fault,,the Archive Room Fire alarm sounded,Hardware,Emergency,Functional,MAE
Number of Resources will Exceed License Limit,,many Resources will soon Exceed License Limit,Software,Info,Functional,MAE
CF OP AC Failure M2,,the Alternating Current source Failed in the Critical Facility operation,Power,Failure,Functional,MAE
CF Power Room 4 Fire Alarm Panel Fault,,a Fire Alarm sounded in the fourth panel at the Critical Facility power room,Hardware,Emergency,Functional,MAE
CF CTS Room Fire Alarm Panel Fault,,the Fire Alarm Panel Failed in the Critical Facility Room,Hardware,Emergency,Functional,MAE
Subrack Type and Configuration Mismatch,,a Mismatch was detected between the Subrack Type and Subrack Configuration,Configuration,Failure,Functional,MAE
CDR Receipt Stops,,the Call Detail Record Receipt Stopped,Software,Info,Functional,MAE
System Reserved Alarm 1,,the first System Reserved Alarm sounded,Hardware,Info,Functional,MAE
DNS Link Down,,the Dynamic Name Space Link was Down,Software,Failure,Networking,MAE
User Resource Overload,,the User Resource went Overloaded,Software,Info,Functional,MAE
CF AC Failure S4,,the Alternating Current source Failed in the Critical Facility,Power,Failure,Functional,MAE
Alarm box offline,,the Alarm box was offline,Hardware,Info,Functional,MAE
Link Failure Between PCRF and Notification server,,the Link Failed Between Policy and Charging Rules Function and Notification server,Software,Failure,Networking,MAE
CF Zone 2 Fire Alarm,,a Fire Alarm sounded at the second Critical Facility Zone,Hardware,Emergency,Functional,MAE
CF Power Room 3 UPS Mains Failure,,an Uninterruptible Power Supply Mains Failed in the third Critical Facility Power Room,Power,Failure,Functional,MAE
CF Zone 2 High Temperature S2,,a High Temperature was recorded in the second Critical Facility Zone,Hardware,Info,Functional,MAE
Transmission Resource Pool Ping Packet Loss,,a Packet Loss happened when pinging the Transmission Resource Pool,Software,Info,Networking,MAE
CF EL 2 Fuse Alarm,,a Fuse Alarm sounded in the Critical Facility,Hardware,Emergency,Functional,MAE
Local Cell Capability Decline,,the Local Cell Capability Declined,Hardware,Info,Functional,MAE
Certificate Invalid,,the Certificate was found Invalid,Software,Info,Functional,MAE
Communication Between the OMU and the LIG/LIC Disrupted,,the Communication Between the Optical Multiplex Unit and other system was Disrupted,Software,Info,Networking,MAE
SMS over SGs BHSA Exceeds Pre-Alarm Threshold,,the Short Message Service over SGs Busy Hour Session Attempts Exceeded the Threshold,Software,Info,Networking,MAE
License Data Loss,,the License Data Lost,Software,Info,Functional,MAE
Board Clock Input Unavailable,,the Board Clock Input was Unavailable,Hardware,Info,Functional,MAE
Module Not Ready,,the Module was found Not Ready,Hardware,Info,Functional,MAE
Plug-in Package Versions or Redundancy Switch Settings of Two Sites Are Inconsistent,,the Settings of Two Sites Are Inconsistent either at the Plug in Package Versions or at the Redundancy Switch,Configuration,Info,Networking,MAE
Link Used by the DSG Is Inconsistent with That Configured,,the Link Used by the data service getway was Inconsistent with That Configured,Configuration,Info,Functional,MAE
Ping,,Ping was tested,Software,Info,Networking,MAE
Traceroute,,Traceroute was tested,Software,Info,Networking,MAE
DSG SCTP Link Faulty,,the Link was Faulty in the data service getway Stream Control Transmission Protocol,Software,Info,Networking,MAE
Routing Data Distribution Is Unbalanced,,Routing the Data Distribution was Unbalanced,Software,Info,Functional,MAE
DSG Link-related Configurations Are Inconsistent,,the data service getway Link related Configurations were Inconsistent,Configuration,Info,Networking,MAE
Communication Failure Between the OMU and Board,,the Communication Failed Between the Optical Multiplex Unit and Board,Software,Info,Networking,MAE
Board Fault,,Board Fault was detected,Hardware,Failure,Functional,MAE
Communication Failure Between the OMU and the Dual-Plane of a Subrack,,the Communication Failed Between the Optical Multiplex Unit and the Dual Plane of a Subrack,Software,Info,Networking,MAE
Module Fault,,Module Fault was detected,Hardware,Failure,Functional,MAE
Transmission Optical Module Not In Position,,Transmission Optical Module was Not In the right Position,Software,Info,Functional,MAE
CN Node Flow Control,,a core network Node Flow Control issue was recorded,Software,Info,Functional,MAE
Board having faulty semi-permanent connection,,the Board had faulty semi permanent connection,Hardware,Info,Functional,MAE
Board fault,,a Board Fault was detected,Hardware,Failure,Functional,MAE
Lost synchronization of a TDM high-speed link,,the synchronization was lost of a Time division multiplexing high speed link,Software,Failure,Networking,MAE
DSG SCTP Link Fault,,the Link Failed in the data service getway Stream Control Transmission Protocol,Hardware,Failure,Networking,MAE
Inter-Location DSG Module Heartbeat Timed Out,,the Inter Location data service getway Module Heartbeat was Timed Out,Software,Info,Functional,MAE
DSG SCTP Path Failure,,the Path Failed in the data service getway Stream Control Transmission Protocol,Hardware,Failure,Networking,MAE
One high priority BE site existed,,a single high priority backend site existed,Software,Info,Functional,MAE
Board Port Fault,,a Board Port Fault was detected,Hardware,Failure,Functional,MAE
Online Setting Failure,,the Online Setting Failed,Configuration,Failure,Functional,MAE
CF EM Rectifier Fault,,a Rectifier Fault was detected at the Critical Facility Equipment Management,Hardware,Failure,Functional,MAE
License Feature Expired,,the License Feature was Expired,Software,Info,Functional,MAE
M3UA destination entity unreachable,,the Message Transfer User Adaptation Layer destination entity was unreachable,Hardware,Info,Functional,MAE
M3UA route unavailable,,the Message Transfer User Adaptation Layer route was unavailable,Hardware,Info,Functional,MAE
M3UA link set failure,,Message Transfer User Adaptation Layer link set failed,Hardware,Failure,Networking,MAE
MTP3 link set failure,,message transfer part level? three link set failed,Hardware,Failure,Networking,MAE
MTP3 destination signaling point unreachable,,message transfer part level? three destination signaling point was unreachable,Hardware,Info,Functional,MAE
MME Entity is Inaccessible,,Mobility Management Entity Entity was Inaccessible,Hardware,Info,Functional,MAE
Diameter Peer Entity Failed,,the Diameter Peer Entity Failed,Hardware,Failure,Networking,MAE
Diameter Link Failed,,the Diameter Link Failed,Hardware,Failure,Networking,MAE
Diameter Link Down,,the Diameter Link was shut Down,Hardware,Info,Networking,MAE
SDH/STM-1 fault,,the first Synchronous Digital Hierarchy or Transport Modules faield,Hardware,Failure,Functional,MAE
IP NS-VC Link Fault,,the Internet Protocol network service virtual connection Link Failed,Software,Failure,Networking,MAE
NSE Faulty,,the network service entity was Faulty,Hardware,Info,Functional,MAE
Event Statistic Alarm,,the Event Statistic Alarm sounded,Hardware,Info,Functional,MAE
License File Expired,,the License File Expired,Software,Info,Functional,MAE
Feature Expired Alarm,,the Feature Expired Alarm sounded,Software,Info,Functional,MAE
License expire,,the License expired,Software,Info,Functional,MAE
M3UA link congestion,,the Message Transfer User Adaptation Layer link was congested,Hardware,Info,Networking,MAE
OceanStor Storage System Alarm,,the Ocean Storage System Alarm sounded,Software,Info,Functional,MAE
The OMU Failed to Communicate with the NTP Server,,The Optical Multiplex Unit Failed to Communicate with the Network Transfer Protocol Server Server,Software,Info,Networking,MAE
No response from all the NTP servers,,No response received from all the Network Transfer Protocol Server servers,Software,Info,Networking,MAE
STC Out of Service,,the Signaling Transport Control found Out of Service,Software,Info,Functional,MAE
Abnormal Messages Received from the SCP,,an Abnormal Messages was Received from the service control point,Software,Info,Functional,MAE
SGS SCTP Link Fault,,the Link Failed in the Stream Control Transmission Protocol,Hardware,Failure,Networking,MAE
SIP office heart beat is fault,,the session indication protocol office heart beat was faulty,Software,Info,Functional,MAE
M3UA Destination IP Address Inaccessible,,the Message Transfer User Adaptation Layer Destination Internet Protocol Address was Inaccessible,Software,Info,Functional,MAE
Diameter Destination IP Address Inaccessible,,Diameter Destination was Inaccessible for the Internet Protocol Address,Software,Info,Functional,MAE
Number of office's fault circuits exceed threshold,,Number of office fault circuits exceeded the threshold,Hardware,Info,Functional,MAE
No Available NS-VC in NSE,,the network service virtual connection in network serviceE was not Available,Hardware,Info,Functional,MAE
SCCP DPC paused,,the Signaling Connection Control Part Destenation point code paused,Hardware,Info,Functional,MAE
SCCP SSN paused,,the Signaling Connection Control Part Subsystem Number paused,Hardware,Info,Functional,MAE
Subsystem failure,,a Subsystem failure occurred,Hardware,Failure,Functional,MAE
A M3UA association is congested,,A Message Transfer User Adaptation Layer association was congested,Hardware,Info,Functional,MAE
Diameter Peer Down,,the Diameter Peer was shut Down,Hardware,Info,Networking,MAE
SGsAP Link Down,,the Signaling Gateway Application Protocol Link broke,Hardware,Failure,Networking,MAE
Redundancy Failed,,the system Redundancy Failed,Hardware,Info,Functional,MAE
SGsAP Peer Down,,the Signaling Gateway Application Protocol Peer broke,Software,Info,Networking,MAE
SGsAP Destination IP Address Inaccessible,,the Signaling Gateway Application Protocol Destination Internet Protocol Address was Inaccessible,Software,Info,Functional,MAE
DSG SCTP Link Congestion,,the data service getway Stream Control Transmission Protocol Link was Congested,Software,Info,Networking,MAE
NTP synchronization failed,,the Network Transfer Protocol Server synchronization failed,Software,Failure,Functional,MAE
The OMU Failed to Synchronize Time with the NTP Server,,The Optical Multiplex Unit Failed to Synchronize Time with the Network Transfer Protocol Server Server,Software,Failure,Networking,MAE
Time Offset with NTP Server Beyond Synchronize Threshold,,the Time Offset with Network Transfer Protocol Server Server was Beyond Synchronize Threshold,Software,Info,Functional,MAE
Board Powered Off,,the Board was Powered Off,Hardware,Info,Functional,MAE
Board Temperature Unacceptable,,the Board Temperature was Unacceptable,Hardware,Info,Functional,MAE
CF Power Room AC Split Failure,,a Split Failed at the Alternating Current source in the Critical Facility Power Room,Power,Failure,Functional,MAE
Ambient Temperature Unacceptable,,the Ambient Temperature was Unacceptable,Hardware,Info,Functional,MAE
License has been used up,,the License has been used up,Software,Info,Functional,MAE
Reference source status of CKII board is lost,,the Reference source status of the board was lost,Hardware,Info,Functional,MAE
The phase locked status of CKII board is changed,,The phase locked status of the board was changed,Hardware,Info,Functional,MAE
CF Power Room 2 High Temperature,,a High Temperature was recorded in the second Power Room of the Critical Facility,Hardware,Info,Functional,MAE
RF Unit Optical Module Type Mismatch,,a Type Mismatch occurred in the Radio Frequency Unit Optical Module,Hardware,Info,Functional,MAE
CF Generator6 Failure,,the sixth Diesel Generator failed in the Critical Facility,Power,Failure,Functional,MAE
CF Generator5 Failure,,the fifth Diesel Generator failed in the Critical Facility,Power,Failure,Functional,MAE
CF Generator3 Failure,,the third Diesel Generator failed in the Critical Facility,Power,Failure,Functional,MAE
CF Generator6 On,,the sixth Diesel Generator was started in the Critical Facility,Power,Info,Functional,MAE
Diameter Route Invalid,,the Diameter Route was found Invalid,Hardware,Info,Functional,MAE
NE License Feature On Trial,,the Network Element License Feature is being used On Trial,Software,Info,Functional,MAE
CF EL Battery Disconnection,,the Critical Facility Battery was Disconnected,Hardware,Info,Functional,MAE
CF EL High Battery Voltage,,the Critical Facility recorded a High Battery Voltage,Hardware,Info,Functional,MAE
System Clock Unlocked,,the System Clock was Unlocked,Software,Info,Functional,MAE
Invalid Packets Exceeding Alarm,,Invalid Packets Exceeded the threshold,Software,Info,Networking,MAE
IP Attack,,an Internet Protocol Attack was detected,Software,Emergency,Networking,MAE
Base Station Service Unavailable,,the Base Station Service was Unavailable,Software,Info,Functional,MAE
Gateway Detect Failure,,the Gateway Detection Failed,Software,Info,Networking,MAE
Communication Failure Between NE and EMS,,the Communication Failed Between Network Element and element management system,Software,Info,Networking,MAE
Device Traffic Decrease,,the Device Traffic Decreased,Software,Info,Networking,MAE
No response from the OCS,,No response receicved from the online charging system,Software,Info,Functional,MAE
Usage of internal resources exceeds the threshold,,the Usage of internal resources exceeded the threshold,Hardware,Info,Functional,MAE
CF SyriatelBld High Temperature S2,,a HIGH temperature was recorded in the company building,Hardware,Info,Functional,MAE
Data Synchronization Failure Between the Active and Standby OMU Databases,,the Data Synchronization Failed Between the Active and Standby Optical Multiplex Unit Databases,Software,Failure,Networking,MAE
RRU Network Topology Type and Configuration Mismatch,,a Mismatch was found between Remote Radio Unit Network Topology Type and Configuration,Configuration,Failure,Networking,MAE
RRU Cascading Levels and Configuration Mismatch,,a Mismatch was found Remote Radio Unit Cascading Levels and Configuration,Configuration,Failure,Networking,MAE
UMTS Cell Reconfiguration Failed,,the Reconfiguration Failed at the Universal Mobile Telecommunications System Cell,Configuration,Failure,Functional,MAE
File Synchronization Failure in the OMU HA System,,the File Synchronization Failed in the Optical Multiplex Unit System,Software,Failure,Functional,MAE
Cell RX Channel Interference Noise Power Unbalanced,,the Noise Power Unbalanced in the Cell Receive Channel Interference,Hardware,Info,Functional,MAE
CF Power Room 2 AC Failure M2,,a Alternating Current source Failed in the Critical Facility second Power Room,Power,Failure,Functional,MAE
The usage of local address pool exceeds alarm threshold,,The usage of local address pool exceeded alarm threshold,Software,Info,Functional,MAE
Temperature alarm on a board hardware module,,a Temperature alarm sounded on some board hardware module,Hardware,Info,Functional,MAE
Interface congestion,,an Interface congestion was recorded,Hardware,Info,Functional,MAE
PDB Power Supply Fault,,the Power?›? Distribution Box Power Supply Failed,Hardware,Failure,Functional,MAE
Excessive License Usage,,an Excessive License Usage was detected,Software,Info,Functional,MAE
RF Out of Service,,the Radio Frequency was Out of Service,Hardware,Failure,Functional,MAE
CF Power Room 2 High Temperature S2,,a High Temperature was recorded in the Critical Facility second Power Room,Hardware,Info,Functional,MAE
First level outgoing load of link occurred,,First level outgoing load of link occurred,Hardware,Info,Networking,MAE
FPGA Lock Failure,,a Lock Failed in the Field Programmable gate array,Software,Failure,Functional,MAE
PGW Link Set Fault,,the Packet Data Network Gateway Link Set Failed,Hardware,Failure,Networking,MAE
M3UA Signaling Link Congestion,,Message Transfer User Adaptation Layer Signaling Link was Congested,Hardware,Info,Networking,MAE
Result of the auto TRACERT when MGC is disconnected,,Result of the auto Trace the specified host when media gateway control protocol was disconnected,Hardware,Info,Functional,MAE
Result of the auto PING when MGC is disconnected,,the Result of the auto PING when media gateway control protocol was disconnected,Software,Info,Functional,MAE
Disconnection to the MGC,,the connection lost to the media gateway control protocol,Software,Info,Functional,MAE
Fault in the FE cascading network interface,,the cascading network interface was faulty,Hardware,Info,Networking,MAE
E1/T1 channel fault,,a Link channel failed,Hardware,Failure,Networking,MAE
BBU CPRI Line Rate Negotiation Abnormal,,the Line Rate Negotiation was Abnormal in the Common Public Radio Interface of the Baseband Unit,Software,Info,Networking,MAE
CF OP High Temperature Zone B,,a High Temperature was recorded in the Critical Facility operation second Zone,Hardware,Info,Functional,MAE
CF Power Room3 High Temperature 2,,a High Temperature was recorded in the third Power Room Critical Facility,Hardware,Info,Functional,MAE
C/D interface Congestion,,an interface was Congested,Hardware,Info,Functional,MAE
Second level outgoing load of link occurred,,Second level outgoing load of link occurred,Hardware,Info,Networking,MAE
CF Zone 2 AC Failure S1,,the Alternating Current souce Failed at the second Critical Facility Zone,Power,Failure,Functional,MAE
CF Zone 2 AC Failure S2,,the Alternating Current souce Failed at the second second Critical Facility Zone,Power,Failure,Functional,MAE
CF AC Failure M7,,a Critical Facility Alternating Current source Failed,Power,Failure,Functional,MAE
Traffic Exceed Pre-Alarm Threshold,,the Traffic Exceeded the Threshold,Software,Info,Networking,MAE
Board Uplink Service Processing Channel Abnormal,,the Board Uplink Service Processing Channel was Abnormal,Hardware,Info,Functional,MAE
Traffic Unbalance,,the Traffic was Unbalanced,Software,Info,Networking,MAE
Detecting the Standby Forwarding Path Failed,,the Standby Forwarding Path Detecting Failed,Hardware,Failure,Functional,MAE
License Traffic Climax Alarm,,the License Traffic Trademark Alarm sounded,Software,Info,Networking,MAE
Transmission Optical Module Fault,,the Transmission Optical Module Failed,Hardware,Failure,Functional,MAE
CPU overload,,the Central Processing Unit suffered an overload,Software,Info,Functional,MAE
M3UA link overload,,the Message Transfer User Adaptation Layer link was overloaded,Hardware,Info,Networking,MAE
MGW Out of Service,,the media gateways was Out of Service,Hardware,Failure,Functional,MAE
Redundancy USCDB in the Takeover State,,the Redundancy Unified Subscriber Center Database was in the Takeover State,Software,Info,Functional,MAE
Gr Interface Traffic Overload,,a Traffic Overload happened in the Interface between the Serving General Packet Radio Service Support Node and another node,Software,Info,Networking,MAE
Batched S1ap Link Faults,,the Batched Link Failed many times in the application protocol of interface between the Long Term Evaluation Radio Access Network and evolved packet core,Hardware,Info,Networking,MAE
GTPU Path No Active Route Alarm,,the General Packet Radio Service Tunneling Protocol in User Plane Path had No Active Route,Software,Info,Networking,MAE
System Flowctrl Startup,,the System Flow control was Started up,Hardware,Info,Functional,MAE
User Resource Congest,,the User Resource was Congested,Hardware,Info,Functional,MAE
Process CPU Overload,,the Process Central Processing Unit suffered an Overload,Software,Info,Functional,MAE
Loss of the reference source,,the reference source was lost,Software,Failure,Functional,MAE
